,question,is_correct,num_characters,num_words,num_sentences,transformed_text
2266,The luna moth lives its entire adult life without doing what?,0,61,12,1,luna moth live entir adult life without
2269,Which of these chemical elements gets its name from a mythical creature?,0,72,13,1,chemic element get name mythic creatur
2272,Herman Melville dedicated “Moby-Dick” to the author of what other classic work?,1,79,15,1,herman melvil dedic author classic work
2274,"In an old legend, what did Arthur pull out of a stone to become king?",1,69,17,1,old legend arthur pull stone becom king
2277,What is the predominant keyboard layout in North America?,1,57,10,1,predomin keyboard layout north america
2280,A popular board game is titled “Chutes and” what?,0,49,12,1,popular board game titl chute
2283,Neapolitan ice cream gets its name from a city in what country?,1,63,13,1,neapolitan ice cream get name citi countri
2286,What fashion brand's logo depicts a woman famous for her fierce appearance?,1,75,14,1,fashion brand logo depict woman famou fierc appear
2289,"By definition, a skinflint is someone who does NOT like doing what?",0,67,14,1,definit skinflint someon like
2292,What do camels primarily store in their humps?,1,46,9,1,camel primarili store hump
2295,The author of “Chitty Chitty Bang Bang” also created what literary character?,0,77,15,1,author chitti chitti bang bang also creat literari charact
2298,The dinosaur genus Zuul gets its name from what film franchise?,0,63,12,1,dinosaur genu zuul get name film franchis
2301,In which of these would you most likely find a wet cell battery?,0,64,14,1,would like find wet cell batteri
2304,Which of these terms is a common bicycle part?,1,46,10,1,term common bicycl part
2307,"In his first-ever video game appearance, Mario had what profession?",0,67,12,1,video game appear mario profess
2310,Which of these ’80s movies earned an Oscar nomination?,1,54,11,1,80 movi earn oscar nomin
2313,Which of these vice presidents served under a president carved on Mount Rushmore?,0,81,14,1,vice presid serv presid carv mount rushmor
2316,Which of these was inducted into the National Toy Hall of Fame first?,0,69,14,1,induct nation toy hall fame first
2319,Which university’s marching band has a giant instrument that used to be radioactive?,0,84,16,1,univers march band giant instrument use radioact
2322,The element lutetium gets its name from an old name for what European city?,0,75,15,1,element lutetium get name old name european citi
2325,Facebook's first logo featured the actor who played which of these characters in a film?,0,88,17,1,facebook first logo featur actor play charact film
2327,"In 2017, what publication revived the first U.S. newspaper written and edited by women?",0,87,16,1,2017 public reviv first newspap written edit women
2329,Which of these major Hollywood films was shot in Toronto?,0,57,11,1,major hollywood film shot toronto
2332,Which two U.S. states' capitals are located the farthest apart from each other?,1,79,15,1,two state capit locat farthest apart
2334,Trees often grow from what?,0,27,6,1,tree often grow
2337,A common type of hair tie covered in fabric is known as what?,1,61,14,1,common type hair tie cover fabric known
2340,The word “fortnight” literally means what?,0,42,9,1,word fortnight liter mean
2343,“Bollywood” is a portmanteau of what city and Hollywood?,1,56,12,1,bollywood portmanteau citi hollywood
2346,In which type of exercise class would you most likely use a reformer?,0,69,14,1,type exercis class would like use reform
2349,Which of these is an acronym used to remember the mathematical order of operations?,0,83,15,1,acronym use rememb mathemat order oper
2352,Which of these films would be considered a “Pygmalion” story?,0,61,13,1,film would consid pygmalion stori
2355,Which of these countries built a city shaped like a First Lady's facial profile?,1,80,16,1,countri built citi shape like first ladi facial profil
2358,The payment company Square has a board member who runs what fast food chain?,1,76,15,1,payment compani squar board member run fast food chain
2361,Amtrak trains do NOT stop in which of these places?,0,51,11,1,amtrak train stop place
2364,The first U.S. hotel to offer room service is now part of what hospitality chain?,1,81,16,1,first hotel offer room servic part hospit chain
2367,The stage name “Chubby Checker” was selected in homage to the performer of what song?,1,85,18,1,stage name chubbi checker select homag perform song
2369,What type of card is typically used to make purchases at stores?,1,64,13,1,type card typic use make purchas store
2372,What hairstyle is named for a part of an animal?,0,48,11,1,hairstyl name part anim
2375,Which of these is a common type of node in the human body?,0,58,14,1,common type node human bodi
2378,"In the U.S., a trial without a jury is known as what?",0,53,14,1,trial without juri known
2381,"In English, the Chinese term for paparazzi literally translates to what?",0,72,13,1,english chines term paparazzi liter translat
2384,Which of these is NOT a “Little Critter” book title?,0,52,13,1,littl critter book titl
2387,"In the Austin Powers films, what type of cat was Mr. Bigglesworth before his cryogenic freeze?",0,94,18,1,austin power film type cat bigglesworth cryogen freez
2390,What Edgar Allan Poe poem allegedly lends its name to a U.S. Air Force facility?,1,80,16,1,edgar allan poe poem allegedli lend name air forc facil
2393,Which state is home to what is considered the deepest lake in the U.S.?,0,71,15,1,state home consid deepest lake
2396,Which of these films earned the dreaded “thumbs down” from Roger Ebert?,1,71,15,1,film earn dread thumb roger ebert
2399,Which of these technological breakthroughs was invented by a man?,0,65,11,1,technolog breakthrough invent man
2402,"In a famous folktale, what archer stole from the rich and gave to the poor?",0,75,17,1,famou folktal archer stole rich gave poor
2405,"In the fashion world, different color combinations for a single design are known as what?",1,89,17,1,fashion world differ color combin singl design known
2408,What is the largest animal ever known to have lived?,1,52,11,1,largest anim ever known live
2411,"By volume, the air we breathe is mostly made up of what element?",1,64,15,1,volum air breath mostli made element
2414,"Before inventing Nike's air soles, where did the creator work?",1,62,13,1,invent nike air sole creator work
2417,What day is Mexico's equivalent to July 4th in the U.S.?,0,56,13,1,day mexico equival juli 4th
2420,"For high-end sneakers, which of these acronyms describes shoes that are usually easiest to get?",0,95,17,1,sneaker acronym describ shoe usual easiest get
2423,Which of these was NOT one of the canonical seven wonders of the ancient world?,0,79,16,1,one canon seven wonder ancient world
2426,The first Bo Jackson Nike TV ad featured the musical act famous for recording what song?,0,88,17,1,first bo jackson nike tv ad featur music act famou record song
2429,Which of these actors has NOT played a person forced to live inside a bubble?,0,77,16,1,actor play person forc live insid bubbl
2432,Which of these toys debuted in stores during JFK’s presidency?,0,62,13,1,toy debut store jfk presid
2435,Which athlete deliberately incorporated soccer shoe concepts into their own sneaker design?,1,91,13,1,athlet deliber incorpor soccer shoe concept sneaker design
2437,"Though their designs are similar, which of these countries’ flags has the most colors?",1,86,17,1,though design similar countri flag color
2440,Which of these duos consists of two people NOT born in the same year?,0,69,15,1,duo consist two peopl born year
2443,Which of these nations’ capital cities is located at the highest altitude?,1,74,14,1,nation capit citi locat highest altitud
2446,Firefighters often have which of these things attached to their trucks?,0,71,12,1,firefight often thing attach truck
2449,The letters in the federal agency IRS stand for what?,0,53,11,1,letter feder agenc ir stand
2452,In which country do people typically answer the phone by saying “Pronto”?,0,73,15,1,countri peopl typic answer phone say pronto
2455,Legal work done without charging a fee is known as what?,0,56,12,1,legal work done without charg fee known
2458,What is the main symptom of the genetic condition known as heterochromia?,0,73,13,1,main symptom genet condit known heterochromia
2461,What did now-defunct teen magazine YM stand for?,0,48,9,1,teen magazin ym stand
2464,“Tales from the Crypt” was originally on the same U.S. network as which show?,0,77,17,1,tale crypt origin network show
2467,"In the Catholic Church, which of these is considered the most powerful?",0,71,14,1,cathol church consid power
2470,What is the last spoken line in Samuel Beckett’s “Waiting for Godot”?,1,69,17,1,last spoken line samuel beckett wait godot
2473,Which of these men has been knighted by the Queen of England?,0,61,13,1,men knight queen england
2476,Which of these Canadian territories stretches farthest north?,1,61,9,1,canadian territori stretch farthest north
2479,Which of these hit rock songs did NOT appear on a debut album?,0,62,14,1,hit rock song appear debut album
2482,Street art that involves spraying paint on walls is known as what?,0,66,13,1,street art involv spray paint wall known
2485,"In book publishing, a novel with a soft cover is typically called what?",1,71,15,1,book publish novel soft cover typic call
2488,"In arithmetic, how is a number squared?",0,39,9,1,arithmet number squar
2491,The flight recorder known as the airplane “black box” is typically what color?,0,78,16,1,flight record known airplan black box typic color
2494,Which of these U.S. national parks is home to a supervolcano?,0,61,12,1,nation park home supervolcano
2497,The wigs worn by barristers in English courts are usually made with which kind of hair?,1,87,17,1,wig worn barrist english court usual made kind hair
2500,"In AOL Instant Messenger, what default sound played when friends appeared online?",1,81,14,1,aol instant messeng default sound play friend appear onlin
2503,Which of these Broadway productions ran for the most shows?,0,59,11,1,broadway product ran show
2506,"In cooking, what do chefs set up before they make a meal?",0,57,14,1,cook chef set make meal
2509,A famous 1945 short story is written from the point of view of which novel’s protagonist?,0,89,19,1,famou 1945 short stori written point view novel protagonist
2511,"According to ancient lore, what, if obtained, would bring good luck to wedding guests?",0,86,18,1,accord ancient lore obtain would bring good luck wed guest
2513,Which of these celebrities owns an island near the location of the doomed Fyre Festival?,0,88,16,1,celebr own island near locat doom fyre festiv
2516,What is the main ingredient in ketchup?,0,39,8,1,main ingredi ketchup
2519,"In an old expression, “what’s good for the goose” is also good for the what?",1,76,21,1,old express good goos also good
2522,"By definition, a myopic person is considered what?",0,50,10,1,definit myopic person consid
2525,Which of these is the name of a piece of furniture AND a vast historical empire?,1,80,17,1,name piec furnitur vast histor empir
2528,"Which of these is the correct spelling of 1,000 years?",0,54,11,1,correct spell year
2531,Which of these is NOT one of the two measurements in a blood pressure reading?,0,78,16,1,one two measur blood pressur read
2534,"On AFI’s list of greatest film heroes and villains, who played a character listed as both?",0,90,20,1,afi list greatest film hero villain play charact list
2536,Who was the first woman to serve as a Supreme Court justice?,1,60,13,1,first woman serv suprem court justic
2539,Which is the title of an actual video game in the Grand Theft Auto series?,0,74,16,1,titl actual video game grand theft auto seri
2542,In which of these places does the capital city NOT contain the name of the country?,0,83,17,1,place capit citi contain name countri
2545,The SNL cast member with the autobiography called “It’s Always Something” played what character?,1,96,19,1,snl cast member autobiographi call alway someth play charact
2546,"When the U.N. declared 2016 “The International Year of Pulses,” it was to promote awareness of what?",1,100,21,1,declar 2016 intern year puls promot awar
2548,What festive term also describes a hidden feature in a video game?,1,66,13,1,festiv term also describ hidden featur video game
2551,"In the Spielberg film “E.T.”, what does E.T. stand for?",1,55,15,2,spielberg film stand
2554,What classic ’80s TV character was an alien from the planet Melmac?,1,67,14,1,classic 80 tv charact alien planet melmac
2557,Which of these is NOT an example of a redundant acronym?,0,56,12,1,exampl redund acronym
2560,Which of these stars famously performed at the Berlin Wall before it began to fall?,1,83,16,1,star famous perform berlin wall began fall
2562,"In the Eurythmics’ debut hit video, what color was the lead singer’s hair?",1,74,18,1,eurythm debut hit video color lead singer hair
2565,"In the book “Ready Player One,” the hero's spacecraft is named after the author of what novel?",0,94,22,1,book readi player one hero spacecraft name author novel
2567,"Closely tied to “perestroika,” what does the Russian word “glasnost” mean?",0,74,17,1,close tie perestroika russian word glasnost mean
2570,Which of these songs does NOT feature an elaborate synthesizer solo?,0,68,12,1,song featur elabor synthes solo
2572,"In an early scene in “WarGames,” Matthew Broderick grabs a textbook off of what arcade game?",1,92,20,1,earli scene wargam matthew broderick grab textbook arcad game
2575,The founder of which of these startups has more Twitter followers than Mark Zuckerberg?,0,87,15,1,founder startup twitter follow mark zuckerberg
2578,A crystal egg plays a key role in an ’80s film that had what working title?,1,75,18,1,crystal egg play key role 80 film work titl
2580,Which of these nations shares its border with the most countries?,1,65,12,1,nation share border countri
2583,The creator of the first video game Easter egg shares his name with a lead actor in which film?,0,95,20,1,creator first video game easter egg share name lead actor film
2585,"In “Dirty Dancing,” what does Patrick Swayze say right after declaring, “Nobody puts baby in a corner”?",0,103,24,1,dirti danc patrick swayz say right declar nobodi put babi corner
2588,What kind of salad normally contains the most lettuce?,0,54,10,1,kind salad normal contain lettuc
2591,Militia soldiers in the American Revolutionary War were commonly called what?,1,77,12,1,militia soldier american revolutionari war commonli call
2594,"In the NCAA Basketball Tournament, the last four teams alive are known as the what?",0,83,17,1,ncaa basketbal tournament last four team aliv known
2597,What pedal is usually missing from a car with automatic transmission?,0,69,12,1,pedal usual miss car automat transmiss
2600,Which famous character does NOT grow larger by interacting with a mushroom?,0,75,13,1,famou charact grow larger interact mushroom
2603,What was “Weird Al” Yankovic’s birth name?,0,42,12,1,weird al yankov birth name
2606,“Betteridge’s Law” is a famous observation about what?,1,54,13,1,betteridg law famou observ
2609,Who directed the motion picture credited as the first to show a flushing toilet?,1,80,15,1,direct motion pictur credit first show flush toilet
2612,What type of medical treatment gets its name from the Latin for “I shall please”?,0,81,18,1,type medic treatment get name latin shall pleas
2615,"In the heyday of the Mutoscope, where would you have been most likely to find one?",0,82,18,1,heyday mutoscop would like find one
2617,What African nation gets its name from the Arabic for “The Islands”?,0,68,15,1,african nation get name arab island
2620,Which of these is NOT a kind of apple?,0,38,10,1,kind appl
2623,"According to the old song “Row, Row, Row Your Boat,” life is but a what?",1,72,21,1,accord old song row row row boat life
2626,"By definition, a person who cuts hair is often referred to as what?",0,67,15,1,definit person cut hair often refer
2629,Which of these music genres peaked in popularity during the 1970s?,0,66,12,1,music genr peak popular 1970
2632,Which of these animals provides a key ingredient in traditional mayonnaise?,0,75,12,1,anim provid key ingredi tradit mayonnais
2635,"In professional wrestling, bad guys are called “heels” and good guys are known as what?",0,87,19,1,profession wrestl bad guy call heel good guy known
2638,Which of these cat breeds gets its name from an island in Asia?,1,63,14,1,cat breed get name island asia
2641,Who made the gaming console that indicated a breakdown with the “red ring of death?”`,0,85,19,1,made game consol indic breakdown red ring death
2644,The director of “Mad Max: Fury Road” also directed which of these movies?,0,73,17,1,director mad max furi road also direct movi
2647,Which of these people is NOT an inductee into the Internet Hall of Fame?,0,72,15,1,peopl inducte internet hall fame
2650,The U.S. founding father famous for his experiments with electricity was born in what city?,0,91,16,1,found father famou experi electr born citi
2653,"According to Guinness World Records, the hit single containing the most words was recorded by what artist?",0,106,19,1,accord guin world record hit singl contain word record artist
2654,The Smart Car started as a collaboration between a car company and what?,1,72,14,1,smart car start collabor car compani
2657,The Cy Young Award is given each year to Major League Baseball's best what?,0,75,16,1,cy young award given year major leagu basebal best
2660,"When it comes to mail, what does the Z in “ZIP Code” stand for?",0,63,18,1,come mail z zip code stand
2663,Which of these phrases is slang for a bad thing?,1,48,11,1,phrase slang bad thing
2666,"Thanks to the time it took to make, what movie was almost called “12 Years”?",1,76,19,1,thank time took make movi almost call 12 year
2669,The Latin phrase “tempus fugit” literally translates to what?,0,61,12,1,latin phrase tempu fugit liter translat
2672,Which U.S. president’s middle name is Gamaliel?,1,47,10,1,presid middl name gamaliel
2675,"Sleeping through winter is hibernation, but sleeping through summer is called what?",0,83,14,1,sleep winter hibern sleep summer call
2678,Which of these states borders the Hawkeye State?,0,48,9,1,state border hawkey state
2681,What dog breed was named for a region in Germany and Poland?,1,60,13,1,dog breed name region germani poland
2684,Adam Sandler did NOT receive a Kids Choice Award for his work in which movie?,0,77,16,1,adam sandler receiv kid choic award work movi
2687,TGIF most commonly stands for “Thank God It’s” what?,1,52,14,1,tgif commonli stand thank god
2690,In which of these places were rulers known as pharaohs?,1,55,11,1,place ruler known pharaoh
2693,"In astronomical terms, what is the opposite of a full moon?",0,59,13,1,astronom term opposit full moon
2696,In which of these sports can a player NOT get a strike?,0,55,13,1,sport player get strike
2699,Which of these U.S. states is known for its panhandle?,1,54,11,1,state known panhandl
2702,What is the name of the scientific process that turns sugars into alcohol?,1,74,14,1,name scientif process turn sugar alcohol
2705,Which of these is both a city in Morocco AND a common style of hat?,0,67,16,1,citi morocco common style hat
2708,The guitarist in the E Street Band starred in which television show?,1,68,13,1,guitarist e street band star televis show
2711,"In the U.S., which of these job uniforms is illegal to wear if you do not have that job?",0,88,21,1,job uniform illeg wear job
2714,"In 18th-century London, people mocked the first public user of which of these accessories?",0,90,16,1,london peopl mock first public user accessori
2717,The co-creator of the first baby monitor was recruited after his design of what?,0,80,15,1,first babi monitor recruit design
2720,Painter Margaret Keane’s work directly inspired which cartoon series?,0,69,12,1,painter margaret kean work directli inspir cartoon seri
2723,"On Broadway, a “triple threat” is a person who sings, dances and what?",1,70,18,1,broadway tripl threat person sing danc
2726,Abraham Lincoln is known for wearing what kind of headgear?,0,59,11,1,abraham lincoln known wear kind headgear
2729,Which of these foods is NOT a type of onion?,0,44,11,1,food type onion
2732,Which of these jobs requires a training and testing period that takes about 34 months?,0,86,16,1,job requir train test period take 34 month
2734,What is the correct spelling of the bear family that has starred in hundreds of popular kids’ books?,0,100,20,1,correct spell bear famili star hundr popular kid book
2735,The song used in the viral Mannequin Challenge meme features a solo by what rapper?,0,83,16,1,song use viral mannequin challeng meme featur solo rapper
2738,What kind of number is the decimal expansion of 1/7?,1,52,11,1,kind number decim expans
2741,Birders use what four-letter word to refer to hard-to-classify birds?,0,69,11,1,birder use word refer bird
2744,Which U.S. state's capital city is home to an NHL team?,1,55,13,1,state capit citi home nhl team
2747,Mozart’s “The Marriage of Figaro” continues the story of what other opera?,1,74,17,1,mozart marriag figaro continu stori opera
2750,Who was the last elected U.S. president to NOT hold office as either a Democrat or Republican?,0,94,18,1,last elect presid hold offic either democrat republican
2751,Snorkelers in the water are most likely to wear what on their feet?,0,67,14,1,snorkel water like wear feet
2754,A classic Shakespeare play details the doomed love between Romeo and who?,1,73,13,1,classic shakespear play detail doom love romeo
2757,The notion that “Anything that can go wrong will go wrong” is popularly known as what?,0,86,19,1,notion anyth go wrong go wrong popularli known
2759,What basketball term derives from a French phrase that circus acrobats used to shout?,1,85,15,1,basketbal term deriv french phrase circu acrobat use shout
2762,The holiday of Passover commemorates events that took place in what ancient civilization?,1,89,14,1,holiday passov commemor event took place ancient civil
2765,Which of these figures is known for wearing a mackintosh?,0,57,11,1,figur known wear mackintosh
2768,Which of these punctuation marks can be found in an interrobang?,0,64,12,1,punctuat mark found interrobang
2771,Which of these countries celebrates Easter with both an Easter Bunny and an Easter Bilby?,0,89,16,1,countri celebr easter easter bunni easter bilbi
2774,The music of Rick Astley played a direct role in bringing down the leader of what country?,0,90,18,1,music rick astley play direct role bring leader countri
2777,Who owns the NFL record for consecutive playoff games with at least two touchdown passes?,1,89,16,1,own nfl record consecut playoff game least two touchdown pass
2780,The capital city of which country sits at the southernmost latitude?,1,68,12,1,capit citi countri sit southernmost latitud
2783,"According to an infamous ’80s hoax, April Fools’ Day was created by a Roman court jester named what?",1,100,22,1,accord infam 80 hoax april fool day creat roman court jester name
2786,Ignoring someone is also known as “giving them the cold” what?,1,62,14,1,ignor someon also known give cold
2789,Which of these is a common type of truck?,1,41,10,1,common type truck
2792,What day of the week is named for the moon?,1,43,11,1,day week name moon
2795,Las Vegas welcomes visitors with an iconic sign that declares the city is what?,0,79,15,1,la vega welcom visitor icon sign declar citi
2798,What ingredient is the difference between vanilla ice cream and French vanilla ice cream?,0,89,15,1,ingredi differ vanilla ice cream french vanilla ice cream
2801,Tenzing Norgay is credited as one of the first two men to reach what place?,1,75,16,1,tenz norgay credit one first two men reach place
2804,What company’s New York Stock Exchange symbol is simply its name in all capitals?,1,81,17,1,compani new york stock exchang symbol simpli name capit
2807,What band gets its name from an autobiography by an itinerant Welsh poet?,0,73,14,1,band get name autobiographi itiner welsh poet
2810,Project Star Gate was once a secret government program researching what?,0,72,12,1,project star gate secret govern program research
2813,A 1939 Supreme Court decision ruled against workers taking part in what kind of strike?,0,87,16,1,1939 suprem court decis rule worker take part kind strike
2816,Which of these is NOT an ongoing award given to professional cartoonists?,0,73,13,1,ongo award given profession cartoonist
2819,The title of a 1975 best-seller by Stephen King appears in the lyrics of what hip-hop hit?,0,90,18,1,titl 1975 stephen king appear lyric hit
2822,The phrase “hit the hay” generally means you are about to do what?,0,66,16,1,phrase hit hay gener mean
2825,The area where one practices Japanese martial arts is often called what?,1,72,13,1,area one practic japanes martial art often call
2828,"On a map, Italy is often said to resemble what everyday item?",1,61,14,1,map itali often said resembl everyday item
2831,Which of these is a common synonym for instructional?,1,53,10,1,common synonym instruct
2834,Pink Floyd’s “Dark Side of the Moon” most famously syncs with what movie?,0,73,18,1,pink floyd dark side moon famous sync movi
2837,Henry David Thoreau’s “Walden” detailed his cabin life in which state?,1,70,16,1,henri david thoreau walden detail cabin life state
2840,Which of these demonstrates heliotropism?,0,41,6,1,demonstr heliotrop
2843,Which of these video game consoles was released first?,0,54,10,1,video game consol releas first
2846,In 1982 U.S. regulators began allowing American trains to phase out what?,0,73,13,1,1982 regul began allow american train phase
2849,Which of these two-dimensional shapes has the most sides?,1,57,10,1,shape side
2852,In which of the following musicals does the first Holy Roman Emperor appear?,1,76,14,1,follow music first holi roman emperor appear
2855,Which movie features an actor named Edgar Allan Poe playing a character named Edgar Allan Poe?,0,94,17,1,movi featur actor name edgar allan poe play charact name edgar allan poe
2857,"Humorous clips of mishaps in radio, TV and movies are known as what?",1,68,15,1,humor clip mishap radio tv movi known
2860,The Golden Globe Awards are put on by what association?,0,55,11,1,golden globe award put associ
2863,"According to the cartoon's theme song, what made Clifford the Big Red Dog so big?",0,81,18,1,accord cartoon theme song made clifford big red dog big
2866,Which of these MLB teams is one of only two located in the Mountain Time Zone?,0,78,17,1,mlb team one two locat mountain time zone
2868,"Before leaving office, what president's staff removed dozens of W's from White House keyboards?",1,95,18,1,leav offic presid staff remov dozen w white hous keyboard
2870,Which of these words is considered a contronym?,0,47,9,1,word consid contronym
2873,What curious shape has NASA observed on the planet Saturn’s northernmost point?,0,79,15,1,curiou shape nasa observ planet saturn northernmost point
2876,Which of these movies did NOT win an Academy Award for Best Original Song?,1,74,15,1,movi win academi award best origin song
2879,"In the 1990s, a Texas county designated what as its official phone greeting?",0,76,15,1,1990 texa counti design offici phone greet
2882,Which of these desserts gets its name from a very old term for “small sausage”?,0,79,18,1,dessert get name old term small sausag
2885,The Declaration of Independence was NOT signed by which of these people?,0,72,13,1,declar independ sign peopl
2888,Which of these are commonly worn to bed?,0,40,9,1,commonli worn bed
2891,Which of these is a common type of flying insect?,0,49,11,1,common type fli insect
2894,What word is typically used to refer to a serving of ribs?,0,58,13,1,word typic use refer serv rib
2897,How long is a single term for a US senator?,0,43,11,1,long singl term us senat
2900,"What rapper starred in the movie that made “Bye, Felicia” a catchphrase?",0,72,16,1,rapper star movi made bye felicia catchphras
2903,Which of these is NOT one of the Benelux nations?,0,49,11,1,one benelux nation
2906,Whose work would you be most likely to learn more about on https://t.co/wIN6SjdXeh?,1,83,16,1,whose work would like learn http
2909,What ’70s sitcom had a theme song composed by Quincy Jones?,0,59,13,1,70 sitcom theme song compos quinci jone
2912,"If an event is biennial, how many times will it happen in a decade?",0,67,16,1,event biennial mani time happen decad
2915,Who was NOT a model for Grant Wood’s painting American Gothic?,1,62,14,1,model grant wood paint american gothic
2918,Michael Douglas’s first Oscar was for a film set where?,0,55,13,1,michael dougla first oscar film set
2921,Which of these sports typically uses the heaviest standard ball?,0,64,11,1,sport typic use heaviest standard ball
2924,"According to a famous saying, “a journey of a thousand miles begins with a single” what?",0,88,20,1,accord famou say journey thousand mile begin singl
2927,The chief judge of the US Supreme Court is called what?,1,55,12,1,chief judg us suprem court call
2930,"By definition, people who are somnambulists do what?",1,52,10,1,definit peopl somnambulist
2933,"In baseball, a player is said to get a “golden sombrero” for doing what?",0,72,18,1,basebal player said get golden sombrero
2935,Which of these Ivy League schools is situated farthest north?,0,61,11,1,ivi leagu school situat farthest north
2938,Which of these European nations currently has a king?,0,53,10,1,european nation current king
2941,"The voice of what “Toy Story” character also played the titular role in ""Sully""?",0,80,19,1,voic toy stori charact also play titular role sulli
2944,Which author’s breakout success was an essay about working at Macy’s?,0,69,16,1,author breakout success essay work maci
2947,Which state’s most populated city has the most people?,0,54,12,1,state popul citi peopl
2950,"What NBA team's owner once said, “There's no chance the iPhone is going to get any significant market share”?",0,109,25,1,nba team owner said chanc iphon go get signific market share
2951,What is the name of the figure considered to be a four-dimensional equivalent of a Mobius strip?,1,96,18,1,name figur consid equival mobiu strip
2952,Which of these candies was introduced first?,0,44,8,1,candi introduc first
2955,What is applied to unpopped corn to pop it?,0,43,10,1,appli unpop corn pop
2958,What advice would you most likely get from an orthodontist?,0,59,11,1,advic would like get orthodontist
2961,Which of these names also refers specifically to a male duck?,0,61,12,1,name also refer specif male duck
2964,Which magazine is known for its annual ranking of the 400 wealthiest Americans?,0,79,14,1,magazin known annual rank 400 wealthiest american
2967,Which of the five main human senses primarily relies on papillae?,1,65,12,1,five main human sens primarili reli papilla
2970,Which US state has a capital city with an American Indian name?,0,63,13,1,us state capit citi american indian name
2973,Which of these common food additives comes from the ocean?,0,58,11,1,common food addit come ocean
2976,"To Londoners, the board game Americans know as “Clue” is known as what?",0,71,17,1,london board game american know clue known
2979,Eggs Benedict made with crab meat instead of ham is commonly known as what?,0,75,15,1,egg benedict made crab meat instead ham commonli known
2982,The name of the famous satellite “Sputnik” roughly translates to what?,0,70,14,1,name famou satellit sputnik roughli translat
2985,Ransom Riggs’s debut novel was adapted into a movie by what director?,0,69,15,1,ransom rigg debut novel adapt movi director
2988,A son of Rutherford B. Hayes co-founded a company that invented what household item?,0,84,15,1,son rutherford hay compani invent household item
2991,What is the main ingredient in sawdust?,1,39,8,1,main ingredi sawdust
2994,Which is a consequence of letting iron get wet?,0,47,10,1,consequ let iron get wet
2997,What state is home to the tallest mountain peak in the US?,1,58,13,1,state home tallest mountain peak us
3000,Newborn flamingoes are typically what color?,1,44,7,1,newborn flamingo typic color
3003,"Created in a 1970 contest, the universal recycling symbol depicts what?",0,71,13,1,creat 1970 contest univers recycl symbol depict
3006,Which sport does NOT use an official who is officially referred to as a “referee”?,0,82,18,1,sport use offici offici refer refere
3009,Where will you find the only Ivy League university named after the state it is in?,1,82,17,1,find ivi leagu univers name state
3012,Which of these terms is used to refer to one nautical mile per hour?,1,68,15,1,term use refer one nautic mile per hour
3015,Which of these is the name of an actual ceremonial county in  England?,1,70,14,1,name actual ceremoni counti england
3018,“Sphenopalatine ganglioneuralgia” is the scientific term for what?,0,66,11,1,sphenopalatin ganglioneuralgia scientif term
3021,"Alfred, Lord Tennyson’s “Charge of the Light Brigade” commemorates a battle in what conflict?",1,93,20,1,alfr lord tennyson charg light brigad commemor battl conflict
3023,The Beatles song “Glass Onion” does NOT refer to which earlier Beatles song?,0,76,16,1,beatl song glass onion refer earlier beatl song
3026,Bonnie &amp; Clyde were wanted by police for committing what crime?,1,67,14,1,bonni amp clyde want polic commit crime
3029,"In the Bible, Moses came down from Mount Sinai with tablets containing what?",1,76,15,1,bibl mose came mount sinai tablet contain
3032,Which of these professionals is most likely to claim to have ESP?,0,65,13,1,profession like claim esp
3035,What is the capital of Australia?,1,33,7,1,capit australia
3038,A restaurant dish that is prepared when you order it is said to be cooked how?,0,78,17,1,restaur dish prepar order said cook
3041,"When spelled out, what is the only number whose letters appear in alphabetical order?",0,85,16,1,spell number whose letter appear alphabet order
3044,The titles of most Sherlock Holmes stories begin with what three words?,0,71,13,1,titl sherlock holm stori begin three word
3047,"By definition, aleatoric music is considered to be what?",1,56,11,1,definit aleator music consid
3050,Which of these iconic mountains sits at the southernmost latitude?,1,66,11,1,icon mountain sit southernmost latitud
3053,A famous 1977 FBI sting to unmask KGB operatives had what curious name?,0,71,14,1,famou 1977 fbi sting unmask kgb oper curiou name
3056,Which singer does NOT have a star on the Hollywood Walk of Fame?,0,64,14,1,singer star hollywood walk fame
3059,Which of these classic novels has the longest first sentence?,1,61,11,1,classic novel longest first sentenc
3062,What are pocket calculators traditionally used for?,1,51,8,1,pocket calcul tradit use
3065,Which of the following is a US state?,1,37,9,1,follow us state
3068,Which of these is designed to make easily erasable marks?,0,57,11,1,design make easili eras mark
3071,"When in flight, what letter of the alphabet do migrating geese most commonly form?",0,82,16,1,flight letter alphabet migrat gees commonli form
3074,Which of these is the name of a real chemical element?,0,54,12,1,name real chemic element
3077,Who has NOT hosted an edition of the science miniseries “Cosmos”?,0,65,14,1,host edit scienc miniseri cosmo
3080,What old-fashioned musical instrument shares its name with a Greek muse?,1,72,12,1,music instrument share name greek muse
3083,Which profession would normally use a Bristol board?,0,52,9,1,profess would normal use bristol board
3086,Which of these synonyms for “small amount” comes from a Japanese word?,1,70,15,1,synonym small amount come japanes word
3089,"When England had no monarch during the 17th century, the ruler held what title?",1,79,16,1,england monarch 17th centuri ruler held titl
3092,Which of these Super Mario trademarks was featured in the 1983 arcade game “Mario Bros.”?,0,89,18,1,super mario trademark featur 1983 arcad game mario
3094,"In Canada's national anthem, what word is used to describe Canadian hearts?",0,75,15,1,canada nation anthem word use describ canadian heart
